1000.83,1000.33
1000.64,1000.24
1000.81,1000.48
1000.80,1000.56
1001.28,1001.01
1001.69,1001.47
1002.02,1001.77
1001.64,1001.44
1001.17,1001.06
1001.52,1001.31
1001.58,1001.35
1001.54,1001.50
1001.56,1001.41
1001.25,1001.04
1001.24,1001.02
1001.26,1001.20
1001.03,1000.92
1000.87,1000.29
1000.65,1000.50
1000.68,1000.55
1001.02,1000.86
1001.24,1001.07
1001.28,1001.07
1001.51,1001.37
1001.52,1001.32
1001.14,1001.13
1001.00,1000.86
1000.89,1000.83
1000.85,1000.77
1001.26,1001.19
1001.29,1001.19
1001.29,1001.25
1001.27,1001.31
1001.09,1001.06
1001.24,1000.97
1001.03,1000.98
1001.28,1001.22
1001.44,1001.34
1001.46,1001.21
1001.46,1001.45
1001.37,1001.34
1001.31,1001.24
1000.84,1000.80
1000.70,1000.65
1000.74,1000.73
1000.56,1000.56
1000.58,1000.58
1000.56,1000.59
1000.74,1000.74
1000.80,1000.76
1000.59,1000.61
1000.72,1000.74
1000.96,1000.93
1001.28,1001.22
1001.77,1001.73
1002.30,1002.16
1002.45,1002.43
1002.48,1002.52
1002.59,1002.51
1002.62,1002.57
1002.82,1002.80
1002.87,1002.89
1002.97,1003.04
1002.91,1002.87
1002.97,1003.02
1003.08,1003.18
1002.92,1002.92
1003.04,1003.06
1003.31,1003.39
1003.61,1003.71
1003.75,1003.82
1004.02,1004.03
1003.84,1003.94
1003.73,1003.77
1003.54,1003.63
1003.45,1003.52
1003.58,1003.58
1003.64,1003.75
1003.62,1003.68
1003.64,1003.70
1004.13,1004.19
1004.65,1004.71
1004.91,1004.95
1004.89,1004.95
1004.73,1004.81
1004.86,1004.98
1004.78,1004.86
1005.05,1005.13
1005.28,1005.28
1005.07,1005.17
1005.14,1005.21
1005.17,1005.26
1005.02,1005.10
1004.87,1004.97
1004.50,1004.62
1004.59,1004.73
1004.53,1004.66
1004.71,1004.76
1004.40,1004.48
1004.44,1004.52
1004.32,1004.43
1004.44,1004.50
1004.42,1004.57
1004.11,1004.21
1003.92,1004.06
1003.91,1004.01
1003.53,1003.65
1004.13,1004.27
1004.37,1004.48
1004.79,1004.85
1005.05,1005.09
1005.03,1005.11
1005.05,1005.10
1005.02,1005.16
1004.96,1005.09
1004.83,1004.91
1004.99,1005.10
1005.07,1005.21
1005.59,1005.69
1005.91,1006.00
1006.20,1006.24
1006.46,1006.60
1006.48,1006.54
1006.58,1006.53
1006.43,1006.53
1006.45,1006.55
1006.27,1006.31
1006.12,1006.16
1006.18,1006.24
1006.08,1006.15
1005.83,1005.88
1005.72,1005.77
1005.71,1005.72
1005.62,1005.65
1005.59,1005.68
1005.47,1005.53
1005.48,1005.51
1005.28,1005.37
1005.10,1005.18
1004.99,1005.04
1004.90,1004.99
1004.92,1005.04
1004.97,1005.04
1004.90,1004.97
1004.77,1004.47
1004.67,1004.71
1004.55,1004.74
1004.33,1004.44
1004.34,1004.46
1004.24,1004.41
1004.29,1004.49
1004.54,1004.64
1004.51,1004.56
1004.64,1004.84
1004.85,1004.98
1004.88,1004.97
1005.01,1005.14
1005.16,1005.25
1005.28,1005.42
1005.22,1005.33
1005.24,1005.36
1018.36,1018.65
1018.39,1018.64
1018.41,1018.53
1018.45,1018.78
1018.55,1018.82
1018.54,1018.79
1018.59,1018.85
1018.58,1018.86
1018.66,1018.78
1018.78,1018.99
1018.84,1019.04
1018.85,1019.08
1018.96,1019.21
1018.97,1019.22
1018.96,1018.77
1018.91,1019.13
1018.99,1019.22
1019.07,1019.26
1019.13,1019.42
1019.11,1019.36
1019.14,1019.38
1019.17,1019.38
1019.16,1019.40
1019.21,1019.43
1019.13,1019.45
1019.28,1019.49
1019.22,1019.50
1019.21,1019.52
1019.16,1019.08
1019.22,1019.43
1019.25,1019.52
1019.15,1019.48
1019.17,1019.48
1019.12,1019.47
1019.19,1019.43
1019.21,1019.45
1019.18,1019.42
1019.06,1019.33
1019.06,1019.29
1019.11,1019.32
1019.14,1019.34
1019.13,1019.35
1019.11,1019.33
1019.09,1019.35
1019.14,1019.37
1019.09,1019.30
1019.11,1019.37
1019.11,1019.38
1019.19,1019.40
1019.24,1019.25
1019.07,1019.38
1019.02,1019.23
1019.05,1019.34
1019.04,1019.32
1018.93,1019.17
1018.94,1019.19
1018.95,1019.23
1018.94,1018.96
1018.81,1019.09
1018.71,1019.03
1018.64,1018.93
1018.66,1018.93
1018.71,1018.99
1018.66,1018.93
1018.66,1018.97
1018.58,1018.97
1018.65,1018.96
1018.63,1018.97
1018.65,1018.92
1018.64,1018.95
1018.60,1018.94
1018.54,1018.87
1018.67,1018.88
1018.58,1018.90
1018.57,1018.82
1018.63,1018.88
1018.51,1018.81
1018.44,1018.74
1018.32,1018.58
1018.33,1018.61
1018.37,1018.60
1018.19,1018.42
1018.17,1018.48
1018.29,1018.10
1018.31,1018.58
1018.34,1018.59
1018.30,1018.62
1018.29,1018.54
1018.28,1018.58
1018.29,1018.59
1018.21,1018.52
1018.18,1018.45
1018.14,1018.44
1018.29,1018.58
1018.31,1018.63
1018.27,1018.58
1018.25,1018.54
1018.16,1018.43
1018.17,1018.51
1018.25,1018.55
1018.24,1018.54
1018.34,1018.58
1018.23,1018.57
1018.20,1018.38
1018.14,1018.42
